entity_name,label_name,label
"Albrecht,Meier",Journalist,3
"Sabine,Menkens",Journalist,3
"Sabrina,Mehler",Journalist,3
"Ulrich,Meerkamm",Journalist,3
"Jürgen,Petzold",Journalist,3
"Stephan,Merseburger",Journalist,3
"Jens,Schicke",Journalist,3
"Max,Scharnigg",Journalist,3
"Nicolas,Richter",Journalist,3
"Claus,Richter",Journalist,3
"Burkhard,Rexin",Journalist,3
"Andreas,Reuter",Journalist,3
"Joana,Rettig",Journalist,3
"Daniel,Rettig",Journalist,3
"Volker,Resing",Journalist,3
"Andrea,Resigkeit",Journalist,3
"Anja,Reschke",Journalist,3
"Gordon,Repinski",Journalist,3
"Stefan,Reker",Journalist,3
"Karl-Heinz,Reith",Journalist,3
"Alexander,Ratz",Journalist,3
"Martin,Polansky",Journalist,3
"Oliver,Rasche",Journalist,3
"Ulrike,Plewnia",Journalist,3
"Roman,Pletter",Journalist,3
"Anke,Plättner",Journalist,3
"Claudia,Plaß",Journalist,3
"Sebastian,Plantholt",Journalist,3
"Hans-Christian,Plambeck",Journalist,3
"Jacqueline,Piwon",Journalist,3
"Theodor,Pischke",Journalist,3
"Eva,Richter-Kuhlmann",Journalist,3
"Stefan,Plöchinger",Journalist,3
"Oliver,Riebl",Journalist,3
"Torsten,Riecke",Journalist,3
"Volker,Reising",Journalist,3
"Fabian,Reinbold",Journalist,3
"Anna,Reimann",Journalist,3
"Christian,Reiermann",Journalist,3
"Anne,Reidt",Journalist,3
"Julian,Reichelt",Journalist,3
"Thomas,Reichart",Journalist,3
"Denise,Reese",Journalist,3
"Serafin,Reiber",Journalist,3
"Markus,Reher",Journalist,3
"Christiane,Rebhan",Journalist,3
"Andrea,Reber",Journalist,3
"Jochen,Rausch",Journalist,3
"Ole,Reißmann",Journalist,3
"Max,Rauner",Journalist,3
"Franziska,Reich",Journalist,3
"Sabine,Rau",Journalist,3
"Alexander,Riedel",Journalist,3
"Ulrich,Reitz",Journalist,3
"Joachim,Riedl",Journalist,3
"Donata,Riedel",Journalist,3
"Jörg,Ratzsch",Journalist,3
"Joachim,Riecker",Journalist,3
"Torsten,Riecke",Journalist,3
"Petra,Pinzler",Journalist,3
"Paul,Pietraß",Journalist,3
"Diana,Pieper",Journalist,3
"Cornelius,Pollmer",Journalist,3
"Wolfgang,Rattay",Journalist,3
"Sabine,Rieser",Journalist,3
"Mika,Savolainen",Journalist,3
"Thomas,Rietig",Journalist,3
"Erhard,Scherfer",Journalist,3
"Stephan,Schepers",Journalist,3
"Holger,Schellkopf",Journalist,3
"Lukas,Scheid",Journalist,3
"Katrin,Scheib",Journalist,3
"Ulrike,Scheffer",Journalist,3
"Bettina,Schausten",Journalist,3
"Jakob,Schaumann",Journalist,3
"Stephanie,Schersch",Journalist,3
"Juliane,Schäuble",Journalist,3
"Jonas,Schaible",Journalist,3
"Volker,Schaffranke",Journalist,3
"Manfred,Schäfers",Journalist,3
"Jan,Schäfer",Journalist,3
"Henning,Schacht",Journalist,3
"Carsten,Schabosky",Journalist,3
"Rebecca Angela,Sawicki",Journalist,3
"Michael,Sauga",Journalist,3
"Daniel,Pontzen",Journalist,3
"Dorin,Popa",Journalist,3
"Metodi,Popow",Journalist,3
"Ulf,Poschardt",Journalist,3
"Georg,Pichler",Journalist,3
"Filipp,Piativ",Journalist,3
"Khue,Pham",Journalist,3
"René,Pfister",Journalist,3
"Thorsten,Riedl",Journalist,3
"Gerd,Pfitzenmaier",Journalist,3
"Monika,Pilath",Journalist,3
"Ines,Pohl",Journalist,3
"Markus Maximilian,Pohl",Journalist,3
"Daniel,Pokraka",Journalist,3
"Steffen,Range",Journalist,3
"Jörg,Sauerwein",Journalist,3
"Christian,Ramthun",Journalist,3
"Jörg,Quoos",Journalist,3
"Matthias,Queck",Journalist,3
"Eva,Quadbeck",Journalist,3
"Tillmann,Pruefer",Journalist,3
"Hardy,Prothmann",Journalist,3
"R. Uwe,Proll",Journalist,3
"Susanne,Preuß",Journalist,3
"Roland,Preuß",Journalist,3
"Jutta,Prechtel",Journalist,3
"Gerald,Praschl",Journalist,3
"Louis,Posern",Journalist,3
"Samir,Rabbata",Journalist,3
"Jürgen,Merschmeier",Journalist,3
"Oliver,Michalsky",Journalist,3
"Ayla,Mayer",Journalist,3
"Griet,von Petersdorff-Campen",Journalist,3
"Anna,von Münchhausen",Journalist,3
"Marie,von Mallinckrodt",Journalist,3
"Bernd,von Jutrczenka",Journalist,3
"Konstantin,von Hammerstein",Journalist,3
"Dirk,von Gehlen",Journalist,3
"Gerd-Joachim,von Fallios",Journalist,3
"Jürgen,von Rutenberg",Journalist,3
"Dirk,von der Heide",Journalist,3
"Horst,von Buttlar",Journalist,3
"Constanze,von Bullion",Journalist,3
"Caroline,von Bar",Journalist,3
"Hubertus,Volmer",Journalist,3
"Christian,Vollradt",Journalist,3
"Hendrik,Vöhringer",Journalist,3
"Jürgen,Voges",Journalist,3
"Thomas,Vitzthum",Journalist,3
"Hans,von der Burchard",Journalist,3
"Jutta,Visarius",Journalist,3
"Claudia,von Salzen",Journalist,3
"Angelika,von Stocki",Journalist,3
"Rudi,Wais",Journalist,3
"Frank Valentin,Wahlig",Journalist,3
"Gero,von Randow",Journalist,3
"Hartmut,Wagner",Journalist,3
"Holger,Schmidt-Denker",Journalist,3
"Thomas E.,Schmidt",Journalist,3
"Dorothea,Müth",Journalist,3
"Thomas,Nehls",Journalist,3
"Frank,Nehring",Journalist,3
"Kay,Nietfeld",Journalist,3
"Andreas,Niesmann",Journalist,3
"Elisabeth,Niejahr",Journalist,3
"Jim-Bob,Nickschas",Journalist,3
"Oliver,Neuroth",Journalist,3
"Esther,Neumeier",Journalist,3
"Susanne,Neumayer-Remter",Journalist,3
"Simone M.,Neumann",Journalist,3
"Philipp,Neumann",Journalist,3
"Ralf,Neukirch",Journalist,3
"Christina,Neuhaus",Journalist,3
"Carla,Neuhaus",Journalist,3
"Florian,Neuhann",Journalist,3
"Dietmar,Neuerer",Journalist,3
"Magdalena,Neubig",Journalist,3
"Ralf,Neubauer",Journalist,3
"Alexander,Neubacher",Journalist,3
"Roland,Nelles",Journalist,3
"Hans-Christoph,Neidlein",Journalist,3
"Karina,Mößbauer",Journalist,3
"Michael,Weisbrodt",Journalist,3
"Frank M.,Wagner",Journalist,3
"Günther,Wagenknecht",Journalist,3
"Markus,Wacket",Journalist,3
"Gerald,Traufetter",Journalist,3
"Ellen,Trapp",Journalist,3
"Ines,Trams",Journalist,3
"Dorothee,Torebko",Journalist,3
"Oezlem,Topcu",Journalist,3
"Jens,Tönnesmann",Journalist,3
"Christian,Tretbar",Journalist,3
"Steffen,Uhlmann",Journalist,3
"Michael,Ukas",Journalist,3
"Marlies,Uken",Journalist,3
"Peter,Viebig",Journalist,3
"Philipp,Vetter",Journalist,3
"Hans-Jörg,Vehlewald",Journalist,3
"Daniela,Vates",Journalist,3
"Larissa,Vassilian",Journalist,3
"Ulrich,van Stipriaan",Journalist,3
"Aert,van Riel",Journalist,3
"Ali,Vahid Roodsari",Journalist,3
"André,Uzulis",Journalist,3
"Marco,Urban",Journalist,3
"Vivian-Mareike,Upmann",Journalist,3
"Achim,Unser",Journalist,3
"Rainer,Unkel",Journalist,3
"Martin,Trauth",Journalist,3
"Oliver,Trenkamp",Journalist,3
"Tanja Lina,Tricarico",Journalist,3
"Frank,Überall",Journalist,3
"Markus,Wächter",Journalist,3
"Carl-Victor,Wachs",Journalist,3
"Alexander,von Schönburg",Journalist,3
"Heike Maria,Vowinkel",Journalist,3
"Oliver,Voss",Journalist,3
"Jochen,Voß",Journalist,3
"Axel,Vornbäumen",Journalist,3
"Fritz,Vorholz",Journalist,3
"Christian,von Zittwitz",Journalist,3
"Ronja,von Wurmb-Seibel",Journalist,3
"Moritz,von Uslar",Journalist,3
"Peter,Müller",Journalist,3
"Alexander,von Streit",Journalist,3
"Hans-Joachim,Vieweger",Journalist,3
"Ralf,Vielhaber",Journalist,3
"Ludger,Vielemeier",Journalist,3
"Andreas,Tyrock",Journalist,3
"Cordula,Tutt",Journalist,3
"Caroline,Turzer",Journalist,3
"Joachim,Türk",Journalist,3
"Thomas,Trutschel",Journalist,3
"Wolfgang,Truckenbrodt",Journalist,3
"Kilian,Trotier",Journalist,3
"Christian F.,Trippe",Journalist,3
"Michael,Vossfeldt",Journalist,3
"Wolfgang,Mulke",Journalist,3
"Alexander,Müller",Journalist,3
"Ann-Katrin,Müller",Journalist,3
"Sebastian,Matthes",Journalist,3
"Ivo Stephan,Marusczyk",Journalist,3
"Theresa,Martus",Journalist,3
"Sten,Martenson",Journalist,3
"René,Martens",Journalist,3
"Christin,Martens",Journalist,3
"Birgit,Marschall",Journalist,3
"Christian,Marquardt",Journalist,3
"Thomas,Maron",Journalist,3
"Lorenz,Maroldt",Journalist,3
"Bettina,Markmeyer",Journalist,3
"Alex,Mänz",Journalist,3
"Ijoma,Mangold",Journalist,3
"Christian,Mang",Journalist,3
"Torsten,Mandalka",Journalist,3
"Hans,Monath",Journalist,3
"Clara,Pfeffer",Journalist,3
"Matthias,Montag",Journalist,3
"Thomas,Mrazek",Journalist,3
"Timo,Pache",Journalist,3
"Marcus,Overmann",Journalist,3
"Ferdinand,Otto",Journalist,3
"Romanus,Otte",Journalist,3
"Lorenz,Matzat",Journalist,3
"Fabian,Matzerath",Journalist,3
"Jens,Mau",Journalist,3
"Andrea,Maurer",Journalist,3
"Thorsten,Maybaum",Journalist,3
"Helmut,Mauró",Journalist,3
"Martin,Mair",Journalist,3
"Anja,Maier",Journalist,3
"Frank,Magdans",Journalist,3
"Martin,Machowecz",Journalist,3
"Björn,Maatz",Journalist,3
"Nora,Lysk",Journalist,3
"Martin,Lutz",Journalist,3
"Annabelle,Lutz",Journalist,3
"Clemens Christian,Makosch",Journalist,3
"Bernd,Oswald",Journalist,3
"Holger H.,Lühring",Journalist,3
"Matthias,Lüdecke",Journalist,3
"Daniel,Lücking",Journalist,3
"Helmut,Lorscheid",Journalist,3
"Georg Johannes,Lopata",Journalist,3
"Timo,Lokoschat",Journalist,3
"Eckart,Lohse",Journalist,3
"Martin,Schmidt",Journalist,3
"Holger H.,Lührig",Journalist,3
"Marie von,Mallinckrodt",Journalist,3
"Claus Christian,Malzahn",Journalist,3
"Torsten,Mandalka",Journalist,3
"Rebecca,Lüer",Journalist,3
"Daniel,Fiene",Journalist,3
"Philipp,Ostrop",Journalist,3
"Frank,Ossenbrink",Journalist,3
"Jürgen,Pätow",Journalist,3
"Kathrin,Passig",Journalist,3
"Charlotte,Parnack",Journalist,3
"Stefan,Paravicini",Journalist,3
"Robert,Pausch",Journalist,3
"Katrin,Nink",Journalist,3
"Angelika,Nikionok-Ehrich",Journalist,3
"Stefan,Niggemeier",Journalist,3
"Julia,Muschner-Noack",Journalist,3
"Rainer,Munz",Journalist,3
"Kerstin,Münstermann",Journalist,3
"Jörg,Münchenberg",Journalist,3
"Theresa,Münch",Journalist,3
"Rainer,Münch",Journalist,3
"Moritz,Müller-Wirth",Journalist,3
"Hugo,Müller-Vogg",Journalist,3
"Yassin,Musharbash",Journalist,3
"Joachim,Müller-Jung",Journalist,3
"Patrik,Müller",Journalist,3
"Ingrid,Müller",Journalist,3
"Frank,Müller",Journalist,3
"Christine Xuân,Müller",Journalist,3
"Björn,Müller",Journalist,3
"Laura Isabelle,Patz",Journalist,3
"Nina,Pauer",Journalist,3
"Jens Peter,Paul",Journalist,3
"Miriam,Pauli",Journalist,3
"Karolina,Pajdak",Journalist,3
"Olaf,Opitz",Journalist,3
"Alexander,Oetker",Journalist,3
"Thomas (Wi),Öchsner",Journalist,3
"Bastian,Obermayer",Journalist,3
"Frederik,Obermaier",Journalist,3
"Bettina,Nutz",Journalist,3
"Sebastian,Nuß",Journalist,3
"Rudi,Novotny",Journalist,3
"Thomas,Nötting",Journalist,3
"Julian,Olk",Journalist,3
"Falk,Osterloh",Journalist,3
"Corinna,Nohn",Journalist,3
"Kerstin,Palzer",Journalist,3
"Jan-Eric,Peters",Journalist,3
"Freia,Peters",Journalist,3
"Tobias,Peter",Journalist,3
"Florian,Peter",Journalist,3
"René,Péruche",Journalist,3
"Sebastian,Pertsch",Journalist,3
"Katrin,Pepping",Journalist,3
"Alessandro,Peduto",Journalist,3
"Heiko,Paluschka",Journalist,3
"Britta,Pedersen",Journalist,3
"Anne-Kattrin,Palmer",Journalist,3
"Richard,Fuchs",Journalist,3
"Jan Friedrich,Esser",Journalist,3
"Markus,Frühauf",Journalist,3
"Tim,Kummert",Journalist,3
"Wolfgang,Kumm",Journalist,3
"Johannes,Kulms",Journalist,3
"Kerstin,Kullmann",Journalist,3
"Daniela,Kuhr",Journalist,3
"Katharina,Kuhnert",Journalist,3
"Anne,Kunze",Journalist,3
"Thomas,Kuhn",Journalist,3
"Dirk,Kurbjuweit",Journalist,3
"Armin,Käfer",Journalist,3
"Christina,Lewinsky",Journalist,3
"Claudia,Kade",Journalist,3
"Anne,Heidrich",Journalist,3
"Dana,Heide",Journalist,3
"Johannes,Kuhn",Journalist,3
"Tatjana,Heid",Journalist,3
"Jürgen,Kuri",Journalist,3
"Jörg,Kürschner",Journalist,3
"Jutta,Kramm",Journalist,3
"Christian,Krämer",Journalist,3
"Jannis,Kucharz",Journalist,3
"Ingird,Kudirka",Journalist,3
"Michaela,Küfner",Journalist,3
"Karoline,Kuhla",Journalist,3
"Kristin,Kahl",Journalist,3
"Markus,Lachmann",Journalist,3
"Wolfgang,Labuhn",Journalist,3
"Andreas,Kynast",Journalist,3
"Inge,Kutter",Journalist,3
"Kai,Küstner",Journalist,3
"Julie,Kurz",Journalist,3
"Charlotte Marie,Kurz",Journalist,3
"Günther,Lachmann",Journalist,3
"Beate,Kranz",Journalist,3
"Markus,Heggen",Journalist,3
"Claus,Hecking",Journalist,3
"Tim,Herden",Journalist,3
"Lutz,Herden",Journalist,3
"Arnd,Henze",Journalist,3
"Korinna,Hennig",Journalist,3
"Angela,Hennersdorf",Journalist,3
"Sabine,Henkel",Journalist,3
"Andreas,Herholz",Journalist,3
"Torsten,Henke",Journalist,3
"Christian,Helten",Journalist,3
"Stefanie,Helsper",Journalist,3
"Heiner,Heller",Journalist,3
"Gernot,Heller",Journalist,3
"Angelika,Hellemann",Journalist,3
"Timon,Heinrici",Journalist,3
"Malte,Henk",Journalist,3
"Winnie,Heescher",Journalist,3
"Alexander,Heinl",Journalist,3
"Gunther,Hartwig",Journalist,3
"Margaret,Heckel",Journalist,3
"Marcel,Heberlein",Journalist,3
"Lutz,Haverkamp",Journalist,3
"Daniel,Häuser",Journalist,3
"Johannes,Haupt",Journalist,3
"Friederike,Haupt",Journalist,3
"Peter,Heimann",Journalist,3
"Ulrich Maximilian,Hauck",Journalist,3
"Tina,Hassel",Journalist,3
"André,Haserück",Journalist,3
"Ellen,Hasenkamp",Journalist,3
"Michael,Haselrieder",Journalist,3
"Stephan,Haselberger",Journalist,3
"Jan,Heidtmann",Journalist,3
"Milena,Hassenkamp",Journalist,3
"Armin,Kratzert",Journalist,3
"Till,Krause",Journalist,3
"Bärbel,Krauß",Journalist,3
"Tobias,Lau",Journalist,3
"Mariam,Lau",Journalist,3
"Joerg,Lau",Journalist,3
"Reinhard,Laska",Journalist,3
"Helmut,Laschet",Journalist,3
"Christhard,Läpple-Lehmann",Journalist,3
"Robin,Lautenbach",Journalist,3
"Thomas,Lanig",Journalist,3
"Markus,Langenstraß",Journalist,3
"Wolfgang G.,Lange",Journalist,3
"Stefan,Lange",Journalist,3
"Andreas,Lehr",Journalist,3
"Susanne,Landwehr",Journalist,3
"Robert,Leicht",Journalist,3
"Ulrike,Langer",Journalist,3
"Nick,Leifert",Journalist,3
"Stephan,Lebert",Journalist,3
"Jochen,Leffers",Journalist,3
"Rüdiger,Kiani-Kress",Journalist,3
"Kritsanarat,Khunkham",Journalist,3
"Silke,Kerstling",Journalist,3
"Thomas,Kerstan",Journalist,3
"Oliver Frederik,Kern",Journalist,3
"Rainer,Kerl",Journalist,3
"Hans-Jürgen,Leersch",Journalist,3
"Christof,Kerkmann",Journalist,3
"Gabriele,Kostorz",Journalist,3
"Martin,Kotynek",Journalist,3
"Torben,Lehning",Journalist,3
"Timo,Lehmann",Journalist,3
"Rena,Lehmann",Journalist,3
"Anna,Lehmann",Journalist,3
"Barbera,Kostolnik",Journalist,3
"Konrad,Lischka",Journalist,3
"Andreas,Lochner",Journalist,3
"Werner,Gößling",Journalist,3
"Stephan,Lamby",Journalist,3
"Mario,Kubina",Journalist,3
"Jochen,Krühler",Journalist,3
"Paul-Anton,Krüger",Journalist,3
"Beate,Kruge",Journalist,3
"Katharina,Kroll",Journalist,3
"Nina,Lammers",Journalist,3
"Michael,Kroker",Journalist,3
"Julia,Krittian",Journalist,3
"Jens,Krick",Journalist,3
"Andrian,Kreye",Journalist,3
"Malte,Kreuzfeldt",Journalist,3
"Matthias,Kremp",Journalist,3
"Jürgen,Kreller",Journalist,3
"Mathias,Krohn",Journalist,3
"Anna,Lampert",Journalist,3
"Stefan,Leifert",Journalist,3
"Daniel,Leisegang",Journalist,3
"Vera,Linß",Journalist,3
"Christoph,Linne",Journalist,3
"Georg,Link",Journalist,3
"Albert,Link",Journalist,3
"Nadine,Lindner",Journalist,3
"Christian (Journalist),Lindner",Journalist,3
"Eva Katharina,Lindenau",Journalist,3
"Marcus,Lindemann",Journalist,3
"Dirk,Liedtke",Journalist,3
"Silke,Liebig-Braunholz",Journalist,3
"Juliane,Leopold",Journalist,3
"Lothar,Lenz",Journalist,3
"Sabine,Lennartz",Journalist,3
"Johannes,Leithäuser",Journalist,3
"Daniela,Leistikow",Journalist,3
"Matthias,Heinrich",Journalist,3
"Sabine,Kinkartz",Journalist,3
"Katharina,Heinrich",Journalist,3
"Jörg,Heinrich",Journalist,3
"Oliver,Jarasch",Journalist,3
"Kurt,Jansson",Journalist,3
"Gunnar,Jans",Journalist,3
"Eva,Huber",Journalist,3
"Gareth,Joswig",Journalist,3
"Frank,Hornig",Journalist,3
"Wolfgang,Jaschensky",Journalist,3
"Karl,Hinterleitner",Journalist,3
"Klaus,Hinkel",Journalist,3
"Laura,Himmelreich",Journalist,3
"Annegret,Hilse",Journalist,3
"Ole,Hilgert",Journalist,3
"Jochen,Hilgers",Journalist,3
"Henning,Hertel",Journalist,3
"Ulrike,Hinrichs",Journalist,3
"Georg,Hilgemann",Journalist,3
"Peter,Jebsen",Journalist,3
"Birgit,Jennen",Journalist,3
"Chris Emil,Janßen",Journalist,3
"Marc Dominique,Jungnickel",Journalist,3
"Bernhard,Junginger",Journalist,3
"Volker,Herres",Journalist,3
"Heike,Jüngst",Journalist,3
"Thorsten,Jungholt",Journalist,3
"Henrik,Jeimke-Karge",Journalist,3
"Frank,Jungbluth",Journalist,3
"Nikita,Jolkver",Journalist,3
"Liesa,Johanssen-Kopplitz",Journalist,3
"Alexis,Johann",Journalist,3
"Kristin,Joachim",Journalist,3
"Hans,Jessen",Journalist,3
"Jens,Jeske",Journalist,3
"Tilo,Jung",Journalist,3
"Christian,Jakubetz",Journalist,3
"Tina,Hildebrandt",Journalist,3
"Christoph,Hickmann",Journalist,3
"Andreas,Hoidn-Borchers",Journalist,3
"Tobias,Holtkamp",Journalist,3
"Peter,Hogenkamp",Journalist,3
"Andreas,Hoenig",Journalist,3
"Matthias,Hohensee",Journalist,3
"Andreas,Hoffmann",Journalist,3
"Oliver,Hollenstein",Journalist,3
"Carsten,Hoffmann",Journalist,3
"Till,Hoppe",Journalist,3
"Alex,Hofmann",Journalist,3
"Kristina,Hofmann",Journalist,3
"Sebastian,Hofmann",Journalist,3
"Tim,Höfinghoff",Journalist,3
"Stefan,Reinecke",Journalist,3
"Dirk,Hoeren",Journalist,3
"Jan,Hildebrand",Journalist,3
"Miriam,Hollstein",Journalist,3
"Patrick,Hollstein",Journalist,3
"Julia Amalia,Heyer",Journalist,3
"Felix,Heyder",Journalist,3
"Daniel,Heyd",Journalist,3
"Thomas,Heuzeroth",Journalist,3
"Gabriele,Heuser",Journalist,3
"Petra,Horstick",Journalist,3
"Sebastian,Horn",Journalist,3
"Marc,Hippler",Journalist,3
"Ulf,Heyden",Journalist,3
"Martina,Herzog",Journalist,3
"Ansgar,Hocke",Journalist,3
"Raphael,Honigstein",Journalist,3
"Thomas,Hommel",Journalist,3
"Michael,Hölting",Journalist,3
"Wolfgang,Hirn",Journalist,3
"Christiane,Hübscher",Journalist,3
"Lena,Jakat",Journalist,3
"Karsten,Hufer",Journalist,3
"Thomas,Grabka",Journalist,3
"Pit,Gottschalk",Journalist,3
"Kathrin Louisa,Gräbener",Journalist,3
"John J.,Kaemmer",Journalist,3
"Ileana,Grabitz",Journalist,3
"Richard,Gutjahr",Journalist,3
"Ute,Grabowsky",Journalist,3
"Julia,Haak",Journalist,3
"Claudia,Haas",Journalist,3
"Jörg,Häntzschel",Journalist,3
"Holger,Hansen",Journalist,3
"Hannibal,Hanschke",Journalist,3
"Ulrich W.,Hanke",Journalist,3
"Rainer,Hank",Journalist,3
"Marion von,Haaren",Journalist,3
"Katharina,Hamberger",Journalist,3
"Johannes,Graf",Journalist,3
"Friedhelm,Greis",Journalist,3
"Tobias,Heimbach",Journalist,3
"Fabian,Hartmann",Journalist,3
"Susanne,Harmsen",Journalist,3
"Florian,Harms",Journalist,3
"Anja,Günther",Journalist,3
"Kübra,Gümüsay",Journalist,3
"Bernd,Graff",Journalist,3
"Dominik,Guggemos",Journalist,3
"Martin,Gropp",Journalist,3
"Sarah,Frühauf",Journalist,3
"Julia,Grimm",Journalist,3
"Christian,Grimm",Journalist,3
"Markus,Grill",Journalist,3
"Klaus,Greppmeir",Journalist,3
"Tobias,Großekemper",Journalist,3
"Götz,Hamann",Journalist,3
"Stephan,Hallmann",Journalist,3
"Tina,Halberschmidt",Journalist,3
"Lenz,Jacobsen",Journalist,3
"Georg,Ismar",Journalist,3
"Thomas,Imo",Journalist,3
"Patrick,Illinger",Journalist,3
"Frederic,Huwendiek",Journalist,3
"Alexander,Hüsing",Journalist,3
"Frank,Jahn",Journalist,3
"Felix,Husemann",Journalist,3
"Markus Christoph,Hurek",Journalist,3
"Andreas,Huppert",Journalist,3
"Erdmann,Hummel",Journalist,3
"Claus (Wi),Hulverscheidt",Journalist,3
"Sebastian,Huld",Journalist,3
"Marc,Hujer",Journalist,3
"Hanni,Hüsch",Journalist,3
"Joachim (Wi),Jahn",Journalist,3
"Uwe,Jahn",Journalist,3
"Christopher,Jähnert",Journalist,3
"Boris,Hermann",Journalist,3
"Kathrin,Haimerl",Journalist,3
"Kevin,Hagen",Journalist,3
"Lars,Haferkamp",Journalist,3
"Max,Haerder",Journalist,3
"Maria,Haensch",Journalist,3
"Felix,Hackenbruch",Journalist,3
"Christiane,Habermalz",Journalist,3
"Fritz,Habekuß",Journalist,3
"Tina,Haase",Journalist,3
"Silke,Haas",Journalist,3
"Anke,Hahn",Journalist,3
"Werner,Herpell",Journalist,3
"Martin,Greive",Journalist,3
"Gunnar,Herrmann",Journalist,3
"Jürgen,Heinrich",Journalist,3
"Lutz,Kinkel",Journalist,3
"Tina,Groll",Journalist,3
"Philipp,Kirschner",Journalist,3
"Stephan,Balling",Journalist,3
"Nele,Balgo",Journalist,3
"Angi,Baldauf",Journalist,3
"Matthias,Bähr",Journalist,3
"Ulrich,Bahnsen",Journalist,3
"Isaack,Bah",Journalist,3
"Vivian,Balman",Journalist,3
"Henning,Baethge",Journalist,3
"Manuel,Bewarder",Journalist,3
"Nadine,Bader",Journalist,3
"Michael,Backfisch",Journalist,3
"Natalia,Bachmayer",Journalist,3
"Fatima,Abbas",Journalist,3
"Nicola,Abé",Journalist,3
"Christine,Badke",Journalist,3
"Constanze,Abratzky",Journalist,3
"Sabine,am Orde",Journalist,3
"Claus,Ambrosius",Journalist,3
"Peter,Appuhn",Journalist,3
"Tilman,Aretz",Journalist,3
"Erkan,Arikan",Journalist,3
"Ines,Arland",Journalist,3
"Jochen,Arntz",Journalist,3
"Nadja,Aswad",Journalist,3
"Melanie,Amann-Donahue",Journalist,3
"Jakob,Augstein",Journalist,3
"Stefan,Aust",Journalist,3
"Franz-Ludwig,Averdunk",Journalist,3
"Stefanie,Awater-Esper",Journalist,3
"Michèle,Loetzner",Journalist,3
"Goekalp,Babayigit",Journalist,3
"Christoph,Amend",Journalist,3
"Johannes,Aumüller",Journalist,3
"Kerstine,Appuhn",Journalist,3
"Haitham,Aiasch",Journalist,3
"Harro,Albrecht",Journalist,3
"Michael,Bröcker",Journalist,3
"Sebastian,Brinkmann",Journalist,3
"Peter,Brinkmann",Journalist,3
"Ricarda,Breyton",Journalist,3
"Nils,Bremer",Journalist,3
"Gero,Breloer",Journalist,3
"Daniel,Bröckerhoff",Journalist,3
"Caro,Buchheim",Journalist,3
"Britta,Buchholtz",Journalist,3
"Rasmus,Buchsteiner",Journalist,3
"Corinna,Buschow",Journalist,3
"Else,Buschheuer",Journalist,3
"Gudrun,Büscher",Journalist,3
"Fabian,Busch",Journalist,3
"Ilka,Brecht",Journalist,3
"Stefan,Aigner",Journalist,3
"Klaus,Brodbeck",Journalist,3
"Daniel,Brössler",Journalist,3
"Robin,Alexander",Journalist,3
"Michael,Backhaus",Journalist,3
"Judith,Görs",Journalist,3
"Martin,Bialecki",Journalist,3
"Tamara,Bielic",Journalist,3
"Helene,Bubrowski",Journalist,3
"Gisela,Broll",Journalist,3
"Christoph,Brüßel",Journalist,3
"Jannis,Brühl",Journalist,3
"Mathias,Brüggmann",Journalist,3
"Dietmar,Brück",Journalist,3
"Sandro,Brotz",Journalist,3
"Philip,Brost",Journalist,3
"Marc,Brost",Journalist,3
"Manfred,Brüss",Journalist,3
"Tamara,Anthony",Journalist,3
"Christian,Ankowitsch",Journalist,3
"Heike,Anger",Journalist,3
"Stephan,Framke",Journalist,3
"Ann-Kathrin,Büüsker",Journalist,3
"Marco,Büttner",Journalist,3
"Hans-Edzard,Busmann",Journalist,3
"Markus,Beckedahl",Journalist,3
"Sebastian,Beck",Journalist,3
"Martina,Fietz",Journalist,3
"Alexander,Becher",Journalist,3
"Jana Gioia,Baurmann",Journalist,3
"Ulrich,Baumgarten",Journalist,3
"Susanne,Baumgarten",Journalist,3
"Harald,Baumer",Journalist,3
"Thomas,Baumann",Journalist,3
"Matthias,Baumann",Journalist,3
"Johannes,Bebermaier",Journalist,3
"Karl-Heinz,Baum",Journalist,3
"Volker,Finthammer",Journalist,3
"Lars,Fischer",Journalist,3
"Dirk,Kirchberg",Journalist,3
"Alexander,Fritsch",Journalist,3
"Julia,Frisch",Journalist,3
"Nico,Fried",Journalist,3
"Thomas,Fricke",Journalist,3
"Anno,Fricke",Journalist,3
"Thorsten,Firlus",Journalist,3
"Roland,Freund",Journalist,3
"Michael,Franke",Journalist,3
"Winfried,Folz",Journalist,3
"Jan,Fleischhauer",Journalist,3
"Jörg,Fleischer",Journalist,3
"Tom,Fischermann",Journalist,3
"Michael,Fischer",Journalist,3
"Caspar,C. Mierau",Journalist,3
"Stephan,Bauer",Journalist,3
"Katja,Bauer",Journalist,3
"Michael,Bauchmüller",Journalist,3
"Fabrizio,Bensch",Journalist,3
"Oliver,Bendt",Journalist,3
"Hannah,Beitzer",Journalist,3
"Marc,Beise",Journalist,3
"Sabine,Beikler",Journalist,3
"Rebeka,Beerheide",Journalist,3
"Marco,Benser",Journalist,3
"Torsten,Beeck",Journalist,3
"Rainald,Becker",Journalist,3
"Birgitt,Becker",Journalist,3
"Klaus,Bardenhagen",Journalist,3
"Markus,Balser",Journalist,3
"Nina,Amin",Journalist,3
"Béla,Anda",Journalist,3
"Anke,Becker-Wenzel",Journalist,3
"Danica,Bensmail",Journalist,3
"Bernd,Benthin",Journalist,3
"Thomas,Berding",Journalist,3
